,Line_ct,Order ID,Order Date,Ship Date,Order Quantity,Unit Price,Discount,Sales,Profit,Cost,GM%,Product Category,Product Sub-Category,Product Name,Customer Segment,Customer Name,Country,Region,City (US),State (US),Postal Code (US),Returned,Order_YMD,Order Day,Order Month,Order Year
8498,99,CA-2013-158568,2013-08-30,9/3/13,7,11.54,0.2,64.624,22.6184,42.0056,0.35,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,Home Office,Rick Bensley,United States,US-Central,Chicago,Illinois,60610,0,2013-08-30,30,8,2013
8499,100,CA-2013-158568,2013-08-30,9/3/13,3,39.99,0.2,95.976,-10.7973,106.7733,-0.1125,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Home Office,Rick Bensley,United States,US-Central,Chicago,Illinois,60610,0,2013-08-30,30,8,2013
8500,101,CA-2013-158568,2013-08-30,9/3/13,3,2.98,0.8,1.788,-3.0396,4.8276,-1.7,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,Home Office,Rick Bensley,United States,US-Central,Chicago,Illinois,60610,0,2013-08-30,30,8,2013
8501,102,CA-2013-129903,2013-12-02,12/5/13,4,5.98,0.0,23.92,11.7208,12.1992,0.49,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Consumer,Gary Zandusky,United States,US-Central,Rochester,Minnesota,55901,0,2013-12-02,2,12,2013
8502,103,US-2012-156867,2012-11-13,11/17/12,6,49.77,0.2,238.896,-26.8758,265.7718,-0.1125,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,Consumer,Lena Cacioppo,United States,US-West,Aurora,Colorado,80013,0,2012-11-13,13,11,2012
8503,104,US-2012-156867,2012-11-13,11/17/12,3,42.65,0.2,102.36,-3.8385,106.1985,-0.0375,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Consumer,Lena Cacioppo,United States,US-West,Aurora,Colorado,80013,0,2012-11-13,13,11,2012
8504,105,US-2012-156867,2012-11-13,11/17/12,3,40.98,0.7,36.882,-25.8174,62.6994,-0.7,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Consumer,Lena Cacioppo,United States,US-West,Aurora,Colorado,80013,0,2012-11-13,13,11,2012
8505,106,CA-2014-119004,2014-11-24,11/29/14,8,11.58,0.2,74.112,17.6016,56.5104,0.2375,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,Consumer,Janet Martin,United States,US-South,Charlotte,North Carolina,28205,0,2014-11-24,24,11,2014
8506,107,CA-2014-119004,2014-11-24,11/29/14,1,34.99,0.2,27.992,2.0994,25.8926,0.075,Technology,Phones,Speck Products Candyshell Flip Case,Consumer,Janet Martin,United States,US-South,Charlotte,North Carolina,28205,0,2014-11-24,24,11,2014
8507,108,CA-2014-119004,2014-11-24,11/29/14,1,4.13,0.2,3.304,1.0738,2.2302,0.325,Office Supplies,Art,Newell Chalk Holder,Consumer,Janet Martin,United States,US-South,Charlotte,North Carolina,28205,0,2014-11-24,24,11,2014
8508,109,CA-2012-129476,2012-10-15,10/20/12,5,84.99,0.2,339.96,67.992,271.968,0.2,Technology,Accessories,LogitechÂ Gaming G510s - Keyboard,Home Office,Pete Armstrong,United States,US-Central,Orland Park,Illinois,60462,0,2012-10-15,15,10,2012
8509,110,CA-2014-146780,2014-12-26,12/31/14,2,20.98,0.0,41.96,10.9096,31.0504,0.26,Furniture,Furnishings,Magnifier Swing Arm Lamp,Corporate,Cynthia Voltz,United States,US-East,New York City,New York,10035,0,2014-12-26,26,12,2014
8510,111,CA-2013-128867,2013-11-04,11/11/13,2,37.98,0.0,75.96,22.788,53.172,0.3,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Consumer,Clay Ludtke,United States,US-Central,Urbandale,Iowa,50322,0,2013-11-04,4,11,2013
8511,112,CA-2013-128867,2013-11-04,11/11/13,6,4.54,0.0,27.24,13.3476,13.8924,0.49,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",Consumer,Clay Ludtke,United States,US-Central,Urbandale,Iowa,50322,0,2013-11-04,4,11,2013
8512,113,CA-2011-115259,2011-08-25,8/27/11,14,3.58,0.2,40.096,14.5348,25.5612,0.3625,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",Consumer,Ryan Crowe,United States,US-East,Columbus,Ohio,43229,0,2011-08-25,25,8,2011
8513,114,CA-2011-115259,2011-08-25,8/27/11,2,2.95,0.2,4.72,1.652,3.068,0.35,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Consumer,Ryan Crowe,United States,US-East,Columbus,Ohio,43229,0,2011-08-25,25,8,2011
8514,115,CA-2011-115259,2011-08-25,8/27/11,3,9.99,0.2,23.976,7.4925,16.4835,0.3125,Office Supplies,Paper,Xerox 1921,Consumer,Ryan Crowe,United States,US-East,Columbus,Ohio,43229,0,2011-08-25,25,8,2011
8515,116,CA-2011-115259,2011-08-25,8/27/11,6,27.18,0.2,130.464,44.0316,86.4324,0.3375,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Consumer,Ryan Crowe,United States,US-East,Columbus,Ohio,43229,0,2011-08-25,25,8,2011
8516,117,CA-2012-110457,2012-03-02,3/6/12,3,262.51,0.0,787.53,165.3813,622.1487,0.21,Furniture,Tables,Hon Racetrack Conference Tables,Consumer,Dave Kipp,United States,US-West,Seattle,Washington,98103,0,2012-03-02,2,3,2012
8517,118,US-2012-136476,2012-04-05,4/10/12,1,525.98,0.7,157.794,-115.7156,273.5096,-0.733333333,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,Corporate,Greg Guthrie,United States,US-South,Bristol,Tennessee,37620,0,2012-04-05,5,4,2012
8518,119,CA-2013-103730,2013-06-13,6/16/13,3,15.68,0.0,47.04,18.3456,28.6944,0.39,Furniture,Furnishings,Artistic Insta-Plaque,Consumer,Steven Cartwright,United States,US-East,Wilmington,Delaware,19805,0,2013-06-13,13,6,2013
8519,120,CA-2013-103730,2013-06-13,6/16/13,4,7.71,0.0,30.84,13.878,16.962,0.45,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,Consumer,Steven Cartwright,United States,US-East,Wilmington,Delaware,19805,0,2013-06-13,13,6,2013
8520,121,CA-2013-103730,2013-06-13,6/16/13,6,37.76,0.0,226.56,63.4368,163.1232,0.28,Office Supplies,Storage,"Companion Letter/Legal File, Black",Consumer,Steven Cartwright,United States,US-East,Wilmington,Delaware,19805,0,2013-06-13,13,6,2013
8521,122,CA-2013-103730,2013-06-13,6/16/13,9,12.78,0.0,115.02,51.759,63.261,0.45,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,Consumer,Steven Cartwright,United States,US-East,Wilmington,Delaware,19805,0,2013-06-13,13,6,2013
8522,123,CA-2013-103730,2013-06-13,6/16/13,7,9.72,0.0,68.04,19.7316,48.3084,0.29,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,Consumer,Steven Cartwright,United States,US-East,Wilmington,Delaware,19805,0,2013-06-13,13,6,2013
8523,124,US-2011-152030,2011-12-26,12/28/11,3,285.98,0.3,600.558,-8.5794,609.1374,-0.014285714,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,Home Office,Alan Dominguez,United States,US-Central,Houston,Texas,77041,0,2011-12-26,26,12,2011
8524,125,US-2011-134614,2011-09-20,9/25/11,6,205.9,0.5,617.7,-407.682,1025.382,-0.66,Furniture,Tables,Bevis 44 x 96 Conference Tables,Consumer,Philip Fox,United States,US-Central,Bloomington,Illinois,61701,0,2011-09-20,20,9,2011
8525,126,US-2014-107272,2014-11-06,11/13/14,2,3.98,0.7,2.388,-1.8308,4.2188,-0.766666667,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",Consumer,Troy Staebel,United States,US-West,Phoenix,Arizona,85023,0,2014-11-06,6,11,2014
8526,127,US-2014-107272,2014-11-06,11/13/14,7,43.57,0.2,243.992,30.499,213.493,0.125,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",Consumer,Troy Staebel,United States,US-West,Phoenix,Arizona,85023,0,2014-11-06,6,11,2014
8527,128,US-2013-125969,2013-11-07,11/11/13,2,50.89,0.2,81.424,-9.1602,90.5842,-0.1125,Furniture,Chairs,"Global Task Chair, Black",Home Office,Lindsay Shagiari,United States,US-West,Los Angeles,California,90004,0,2013-11-07,7,11,2013
8528,129,US-2013-125969,2013-11-07,11/11/13,3,79.52,0.0,238.56,26.2416,212.3184,0.11,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Home Office,Lindsay Shagiari,United States,US-West,Los Angeles,California,90004,0,2013-11-07,7,11,2013
8529,130,US-2014-164147,2014-02-03,2/6/14,5,19.99,0.4,59.97,-11.994,71.964,-0.2,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Corporate,Dorothy Wardle,United States,US-East,Columbus,Ohio,43229,0,2014-02-03,3,2,2014
8530,131,US-2014-164147,2014-02-03,2/6/14,2,48.94,0.2,78.304,29.364,48.94,0.375,Office Supplies,Paper,Xerox 1916,Corporate,Dorothy Wardle,United States,US-East,Columbus,Ohio,43229,0,2014-02-03,3,2,2014
8531,132,US-2014-164147,2014-02-03,2/6/14,9,2.98,0.2,21.456,6.9732,14.4828,0.325,Office Supplies,Fasteners,Staples,Corporate,Dorothy Wardle,United States,US-East,Columbus,Ohio,43229,0,2014-02-03,3,2,2014
8532,133,CA-2013-145583,2013-10-14,10/20/13,3,6.68,0.0,20.04,9.6192,10.4208,0.48,Office Supplies,Paper,Xerox 195,Consumer,Lena Creighton,United States,US-West,Roseville,California,95661,1,2013-10-14,14,10,2013
8533,134,CA-2013-145583,2013-10-14,10/20/13,1,35.44,0.0,35.44,16.6568,18.7832,0.47,Office Supplies,Paper,Xerox 1880,Consumer,Lena Creighton,United States,US-West,Roseville,California,95661,1,2013-10-14,14,10,2013
8534,135,CA-2013-145583,2013-10-14,10/20/13,4,2.88,0.0,11.52,3.456,8.064,0.3,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",Consumer,Lena Creighton,United States,US-West,Roseville,California,95661,1,2013-10-14,14,10,2013
8535,136,CA-2013-145583,2013-10-14,10/20/13,2,2.01,0.0,4.02,1.9698,2.0502,0.49,Office Supplies,Fasteners,Ideal Clamps,Consumer,Lena Creighton,United States,US-West,Roseville,California,95661,1,2013-10-14,14,10,2013
8536,137,CA-2013-145583,2013-10-14,10/20/13,3,31.74,0.2,76.176,26.6616,49.5144,0.35,Office Supplies,Binders,GBC Wire Binding Strips,Consumer,Lena Creighton,United States,US-West,Roseville,California,95661,1,2013-10-14,14,10,2013
8537,138,CA-2013-145583,2013-10-14,10/20/13,6,10.98,0.0,65.88,18.4464,47.4336,0.28,Office Supplies,Supplies,Fiskars Softgrip Scissors,Consumer,Lena Creighton,United States,US-West,Roseville,California,95661,1,2013-10-14,14,10,2013
8538,139,CA-2013-145583,2013-10-14,10/20/13,14,3.08,0.0,43.12,20.6976,22.4224,0.48,Furniture,Furnishings,Longer-Life Soft White Bulbs,Consumer,Lena Creighton,United States,US-West,Roseville,California,95661,1,2013-10-14,14,10,2013
8539,140,CA-2013-110366,2013-09-06,9/8/13,2,51.75,0.2,82.8,10.35,72.45,0.125,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Corporate,Jonathan Doherty,United States,US-East,Philadelphia,Pennsylvania,19140,0,2013-09-06,6,9,2013
8540,141,CA-2014-106180,2014-09-19,9/24/14,3,2.94,0.0,8.82,2.3814,6.4386,0.27,Office Supplies,Art,Newell 343,Corporate,Sally Hughsby,United States,US-West,San Francisco,California,94122,0,2014-09-19,19,9,2014
8541,142,CA-2014-106180,2014-09-19,9/24/14,3,3.62,0.0,10.86,5.1042,5.7558,0.47,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,Corporate,Sally Hughsby,United States,US-West,San Francisco,California,94122,0,2014-09-19,19,9,2014
8542,143,CA-2014-106180,2014-09-19,9/24/14,3,47.9,0.0,143.7,68.976,74.724,0.48,Office Supplies,Paper,Xerox 1911,Corporate,Sally Hughsby,United States,US-West,San Francisco,California,94122,0,2014-09-19,19,9,2014
8543,144,CA-2014-155376,2014-12-23,12/28/14,3,279.81,0.0,839.43,218.2518,621.1782,0.26,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Consumer,Sandra Glassco,United States,US-Central,Independence,Missouri,64055,0,2014-12-23,23,12,2014
8544,145,CA-2012-110744,2012-09-07,9/12/12,7,95.99,0.0,671.93,20.1579,651.7721,0.03,Office Supplies,Storage,Safco Industrial Wire Shelving,Consumer,Helen Andreada,United States,US-West,Pasadena,California,91104,0,2012-09-07,7,9,2012
8545,146,CA-2011-110072,2011-10-22,10/28/11,4,29.34,0.2,93.888,12.9096,80.9784,0.1375,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",Home Office,Maureen Gastineau,United States,US-East,Newark,Ohio,43055,0,2011-10-22,22,10,2011
8546,147,CA-2013-114489,2013-12-06,12/10/13,11,34.95,0.0,384.45,103.8015,280.6485,0.27,Technology,Phones,Plantronics CordlessÂ Phone HeadsetÂ with In-line Volume - M214C,Corporate,Justin Ellison,United States,US-Central,Franklin,Wisconsin,53132,0,2013-12-06,6,12,2013
8547,148,CA-2013-114489,2013-12-06,12/10/13,3,49.99,0.0,149.97,5.9988,143.9712,0.04,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,Corporate,Justin Ellison,United States,US-Central,Franklin,Wisconsin,53132,0,2013-12-06,6,12,2013
8548,149,CA-2013-114489,2013-12-06,12/10/13,8,243.98,0.0,1951.84,585.552,1366.288,0.3,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Corporate,Justin Ellison,United States,US-Central,Franklin,Wisconsin,53132,0,2013-12-06,6,12,2013
8549,150,CA-2013-114489,2013-12-06,12/10/13,5,34.31,0.0,171.55,80.6285,90.9215,0.47,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,Corporate,Justin Ellison,United States,US-Central,Franklin,Wisconsin,53132,0,2013-12-06,6,12,2013
8550,151,CA-2013-158834,2013-03-14,3/17/13,5,39.48,0.2,157.92,17.766,140.154,0.1125,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Home Office,Tamara Willingham,United States,US-West,Scottsdale,Arizona,85254,0,2013-03-14,14,3,2013
8551,152,CA-2013-158834,2013-03-14,3/17/13,2,126.99,0.2,203.184,15.2388,187.9452,0.075,Technology,Phones,Jabra BIZ 2300 Duo QD Duo CordedÂ Headset,Home Office,Tamara Willingham,United States,US-West,Scottsdale,Arizona,85254,0,2013-03-14,14,3,2013
8552,153,CA-2012-124919,2012-05-31,6/2/12,7,8.34,0.0,58.38,26.271,32.109,0.45,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,Corporate,Stephanie Phelps,United States,US-West,San Jose,California,95123,0,2012-05-31,31,5,2012
8553,154,CA-2012-124919,2012-05-31,6/2/12,4,26.38,0.0,105.52,48.5392,56.9808,0.46,Office Supplies,Paper,Xerox 1883,Corporate,Stephanie Phelps,United States,US-West,San Jose,California,95123,0,2012-05-31,31,5,2012
8554,155,CA-2012-124919,2012-05-31,6/2/12,6,13.48,0.0,80.88,21.0288,59.8512,0.26,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",Corporate,Stephanie Phelps,United States,US-West,San Jose,California,95123,0,2012-05-31,31,5,2012
8555,156,CA-2012-118948,2012-05-28,6/3/12,3,2.21,0.0,6.63,1.7901,4.8399,0.27,Office Supplies,Art,Newell 311,Home Office,Neil Knudson,United States,US-West,Seattle,Washington,98105,0,2012-05-28,28,5,2012
8556,157,CA-2011-104269,2011-03-01,3/6/11,2,285.98,0.2,457.568,51.4764,406.0916,0.1125,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,Consumer,Dave Brooks,United States,US-West,Seattle,Washington,98115,0,2011-03-01,1,3,2011
8557,158,CA-2013-114104,2013-11-21,11/25/13,2,7.31,0.0,14.62,6.8714,7.7486,0.47,Office Supplies,Labels,Avery 519,Consumer,Nora Paige,United States,US-Central,Edmond,Oklahoma,73034,0,2013-11-21,21,11,2013
8558,159,CA-2013-114104,2013-11-21,11/25/13,7,134.99,0.0,944.93,236.2325,708.6975,0.25,Technology,Phones,Avaya 5420 Digital phone,Consumer,Nora Paige,United States,US-Central,Edmond,Oklahoma,73034,0,2013-11-21,21,11,2013
8559,160,CA-2013-162733,2013-05-12,5/13/13,1,5.98,0.0,5.98,2.691,3.289,0.45,Office Supplies,Paper,Xerox 1920,Consumer,Ted Trevino,United States,US-West,Los Angeles,California,90045,0,2013-05-12,12,5,2013
8560,161,CA-2012-119697,2012-12-28,12/31/12,2,33.99,0.2,54.384,1.3596,53.0244,0.025,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,Consumer,Eric Murdock,United States,US-East,Philadelphia,Pennsylvania,19134,0,2012-12-28,28,12,2012
8561,162,CA-2013-154508,2013-11-17,11/21/13,5,5.68,0.0,28.4,13.348,15.052,0.47,Office Supplies,Envelopes,Staples,Consumer,Ruben Dartt,United States,US-West,Carlsbad,New Mexico,88220,0,2013-11-17,17,11,2013
8562,163,CA-2013-113817,2013-11-08,11/12/13,2,17.3,0.2,27.68,9.688,17.992,0.35,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,Consumer,Max Jones,United States,US-West,Seattle,Washington,98115,0,2013-11-08,8,11,2013
8563,164,CA-2011-139892,2011-09-08,9/12/11,3,4.14,0.2,9.936,2.7324,7.2036,0.275,Office Supplies,Art,BIC Brite Liner Highlighters,Consumer,Becky Martin,United States,US-Central,San Antonio,Texas,78207,0,2011-09-08,8,9,2011
8564,165,CA-2011-139892,2011-09-08,9/12/11,8,1699.99,0.4,8159.952,-1359.992,9519.944,-0.166666667,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,Consumer,Becky Martin,United States,US-Central,San Antonio,Texas,78207,0,2011-09-08,8,9,2011
8565,166,CA-2011-139892,2011-09-08,9/12/11,3,114.97,0.2,275.928,-58.6347,334.5627,-0.2125,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,Consumer,Becky Martin,United States,US-Central,San Antonio,Texas,78207,0,2011-09-08,8,9,2011
8566,167,CA-2011-139892,2011-09-08,9/12/11,9,276.2,0.3,1740.06,-24.858,1764.918,-0.014285714,Furniture,Chairs,SAFCO Arco Folding Chair,Consumer,Becky Martin,United States,US-Central,San Antonio,Texas,78207,0,2011-09-08,8,9,2011
8567,168,CA-2011-139892,2011-09-08,9/12/11,6,6.68,0.2,32.064,6.8136,25.2504,0.2125,Office Supplies,Art,Sanford Liquid Accent Highlighters,Consumer,Becky Martin,United States,US-Central,San Antonio,Texas,78207,0,2011-09-08,8,9,2011
8568,169,CA-2011-139892,2011-09-08,9/12/11,5,177.98,0.8,177.98,-453.849,631.829,-2.55,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,Consumer,Becky Martin,United States,US-Central,San Antonio,Texas,78207,0,2011-09-08,8,9,2011
8569,170,CA-2011-139892,2011-09-08,9/12/11,3,59.99,0.2,143.976,8.9985,134.9775,0.0625,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,Consumer,Becky Martin,United States,US-Central,San Antonio,Texas,78207,0,2011-09-08,8,9,2011
8570,171,CA-2011-118962,2011-08-05,8/9/11,3,6.98,0.0,20.94,9.8418,11.0982,0.47,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6â€ x 11â€",Consumer,Chad Sievert,United States,US-West,Los Angeles,California,90004,0,2011-08-05,5,8,2011
8571,172,CA-2011-118962,2011-08-05,8/9/11,2,55.48,0.0,110.96,53.2608,57.6992,0.48,Office Supplies,Paper,Xerox 1913,Consumer,Chad Sievert,United States,US-West,Los Angeles,California,90004,0,2011-08-05,5,8,2011
8572,173,CA-2011-118962,2011-08-05,8/9/11,7,60.74,0.2,340.144,21.259,318.885,0.0625,Furniture,Chairs,"Global Value Steno Chair, Gray",Consumer,Chad Sievert,United States,US-West,Los Angeles,California,90004,0,2011-08-05,5,8,2011
8573,174,US-2011-100853,2011-09-14,9/19/11,2,131.12,0.8,52.448,-131.12,183.568,-2.5,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Corporate,Jennifer Braxton,United States,US-Central,Chicago,Illinois,60623,0,2011-09-14,14,9,2011
8574,175,US-2011-100853,2011-09-14,9/19/11,4,6.3,0.2,20.16,6.552,13.608,0.325,Office Supplies,Labels,Avery 51,Corporate,Jennifer Braxton,United States,US-Central,Chicago,Illinois,60623,0,2011-09-14,14,9,2011
8575,176,US-2014-152366,2014-04-22,4/26/14,4,121.58,0.8,97.264,-243.16,340.424,-2.5,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Consumer,Shirley Jackson,United States,US-Central,Houston,Texas,77036,0,2014-04-22,22,4,2014
8576,177,US-2012-101511,2012-11-21,11/23/12,7,80.98,0.3,396.802,-11.3372,408.1392,-0.028571429,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",Consumer,Joel Eaton,United States,US-East,Newark,Ohio,43055,0,2012-11-21,21,11,2012
8577,178,US-2012-101511,2012-11-21,11/23/12,5,3.97,0.2,15.88,-3.7715,19.6515,-0.2375,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,Consumer,Joel Eaton,United States,US-East,Newark,Ohio,43055,0,2012-11-21,21,11,2012
8578,179,CA-2012-137225,2012-12-15,12/19/12,1,3.28,0.0,3.28,1.4104,1.8696,0.43,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Home Office,Jim Kriz,United States,US-East,New York City,New York,10009,0,2012-12-15,15,12,2012
8579,180,CA-2011-166191,2011-12-05,12/9/11,2,15.51,0.2,24.816,1.8612,22.9548,0.075,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",Corporate,David Kendrick,United States,US-Central,Decatur,Illinois,62521,0,2011-12-05,5,12,2011
8580,181,CA-2011-166191,2011-12-05,12/9/11,7,72.99,0.2,408.744,76.6395,332.1045,0.1875,Technology,Accessories,ImationÂ Secure+ Hardware Encrypted USB 2.0Â Flash Drive; 16GB,Corporate,David Kendrick,United States,US-Central,Decatur,Illinois,62521,0,2011-12-05,5,12,2011
8581,182,CA-2011-158274,2011-11-19,11/24/11,4,125.99,0.0,503.96,131.0296,372.9304,0.26,Technology,Phones,AT&T TR1909W,Home Office,Robert Marley,United States,US-South,Monroe,Louisiana,71203,0,2011-11-19,19,11,2011
8582,183,CA-2011-158274,2011-11-19,11/24/11,5,29.99,0.0,149.95,41.986,107.964,0.28,Technology,Phones,Nokia Lumia 521 (T-Mobile),Home Office,Robert Marley,United States,US-South,Monroe,Louisiana,71203,0,2011-11-19,19,11,2011
8583,184,CA-2011-158274,2011-11-19,11/24/11,2,14.5,0.0,29.0,7.25,21.75,0.25,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,Home Office,Robert Marley,United States,US-South,Monroe,Louisiana,71203,0,2011-11-19,19,11,2011
8584,185,CA-2013-105018,2013-11-29,12/3/13,2,3.58,0.0,7.16,3.4368,3.7232,0.48,Office Supplies,Binders,Avery Poly Binder Pockets,Consumer,Sally Knutson,United States,US-East,Fairfield,Connecticut,6824,0,2013-11-29,29,11,2013
