,Line_ct,Order ID,Order Date,Ship Date,Order Quantity,Unit Price,Discount,Sales,Profit,Cost,GM%,Product Category,Product Sub-Category,Product Name,Customer Segment,Customer Name,Country,Region,Province (CA),Returned,Order_YMD,Order Day,Order Month,Order Year
102,102,11456,2010-04-12,4/19/10,15,105.34,0.09,1519.9,399.37,1120.53,0.262760708,Furniture,Office Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Corporate,Doug Bickford,Canada,CA-Northwest Territories,Northwest Territories,0,2010-04-12,12,4,2010
103,103,11460,2010-08-24,8/26/10,30,3.69,0.09,102.24,37.79,64.45,0.369620501,Office Supplies,Labels,Avery 487,Home Office,Carl Jackson,Canada,CA-Northwest Territories,Northwest Territories,0,2010-08-24,24,8,2010
104,104,11495,2011-07-04,7/5/11,6,146.34,0.0,965.69,-144.2,1109.89,-0.149323282,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,Corporate,Brendan Dodson,Canada,CA-Northwest Territories,Northwest Territories,0,2011-07-04,4,7,2011
105,105,11911,2010-11-10,11/12/10,25,15.22,0.0,397.84,-14.75,412.59,-0.037075206,Office Supplies,Binders and Binder Accessories,"GBC Twin Loopâ„¢ Wire Binding Elements, 9/16"" Spine, Black",Consumer,Edward Hooks,Canada,CA-Northwest Territories,Northwest Territories,1,2010-11-10,10,11,2010
106,106,11941,2010-06-24,6/25/10,4,15.7,0.08,73.07,-41.01,114.08,-0.561242644,Office Supplies,Storage & Organization,Hanging Personal Folder File,Corporate,Jamie Kunitz,Canada,CA-Northwest Territories,Northwest Territories,0,2010-06-24,24,6,2010
107,107,11941,2010-06-24,6/25/10,26,179.29,0.05,4679.1,111.52,4567.58,0.023833643,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",Corporate,Jamie Kunitz,Canada,CA-Northwest Territories,Northwest Territories,0,2010-06-24,24,6,2010
108,108,12096,2012-09-19,9/19/12,46,200.99,0.02,8009.5925,2332.4,5677.1925,0.291200832,Technology,Telephones and Communication,5125,Home Office,Michelle Lonsdale,Canada,CA-Northwest Territories,Northwest Territories,1,2012-09-19,19,9,2012
109,109,12096,2012-09-19,9/21/12,23,194.3,0.01,4689.66,2176.19,2513.47,0.464040037,Furniture,Office Furnishings,Electrix Halogen Magnifier Lamp,Home Office,Michelle Lonsdale,Canada,CA-Northwest Territories,Northwest Territories,1,2012-09-19,19,9,2012
110,110,12289,2011-12-24,12/28/11,25,120.97,0.04,3019.41,1269.05,1750.36,0.420297343,Technology,Office Machines,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,Corporate,Brendan Dodson,Canada,CA-Northwest Territories,Northwest Territories,0,2011-12-24,24,12,2011
111,111,12352,2012-03-23,3/24/12,5,5.81,0.07,36.86,-32.82,69.68,-0.890396093,Office Supplies,Binders and Binder Accessories,Fellowes Black Plastic Comb Bindings,Corporate,Hunter Glantz,Canada,CA-Northwest Territories,Northwest Territories,0,2012-03-23,23,3,2012
112,112,12419,2011-10-15,10/17/11,12,1938.02,0.06,22079.47,5322.14,16757.33,0.241044735,Technology,Office Machines,Polycom ViewStationâ„¢ Adapter H323 Videoconferencing Unit,Corporate,Sylvia Foulston,Canada,CA-Northwest Territories,Northwest Territories,0,2011-10-15,15,10,2011
113,113,12485,2010-08-07,8/8/10,24,226.67,0.04,5407.31,1068.48,4338.83,0.197599176,Furniture,Chairs & Chairmats,Hon GuestStacker Chair,Home Office,Eugene Barchas,Canada,CA-Northwest Territories,Northwest Territories,0,2010-08-07,7,8,2010
114,114,12544,2009-03-03,3/10/09,34,2.08,0.08,74.3,-129.01,203.31,-1.736339166,Furniture,Office Furnishings,EldonÂ® Wave Desk Accessories,Corporate,Jim Radford,Canada,CA-Northwest Territories,Northwest Territories,0,2009-03-03,3,3,2009
115,115,12704,2010-02-09,2/9/10,44,499.99,0.06,21506.77,1260.51,20246.26,0.058609917,Technology,Copiers and Fax,Sharp AL-1530CS Digital Copier,Small Business,Carlos Soltero,Canada,CA-Northwest Territories,Northwest Territories,1,2010-02-09,9,2,2010
116,116,12704,2010-02-09,2/11/10,28,20.98,0.02,669.02,-1274.02,1943.04,-1.904307793,Office Supplies,Storage & Organization,"Tennsco Lockers, Gray",Small Business,Carlos Soltero,Canada,CA-Northwest Territories,Northwest Territories,1,2010-02-09,9,2,2010
117,117,12771,2009-01-17,1/17/09,40,30.53,0.08,1143.49,-193.44,1336.93,-0.169166324,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Small Business,Carlos Soltero,Canada,CA-Northwest Territories,Northwest Territories,0,2009-01-17,17,1,2009
118,118,12771,2009-01-17,1/19/09,46,1.68,0.01,78.08,-43.1,121.18,-0.551997951,Office Supplies,Pens & Art Supplies,Newell 323,Small Business,Carlos Soltero,Canada,CA-Northwest Territories,Northwest Territories,0,2009-01-17,17,1,2009
119,119,12929,2010-08-30,8/31/10,19,270.98,0.02,5297.47,-158.93,5456.4,-0.030001114,Furniture,Chairs & Chairmats,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Corporate,Jim Radford,Canada,CA-Northwest Territories,Northwest Territories,0,2010-08-30,30,8,2010
120,120,12929,2010-08-30,8/31/10,20,4.48,0.0,95.3,29.68,65.62,0.311437566,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,Corporate,Jim Radford,Canada,CA-Northwest Territories,Northwest Territories,0,2010-08-30,30,8,2010
121,121,13280,2009-09-11,9/12/09,40,10.9,0.01,460.68,-116.76,577.44,-0.25345142,Office Supplies,Storage & Organization,Crate-A-Filesâ„¢,Small Business,Grant Carroll,Canada,CA-Northwest Territories,Northwest Territories,0,2009-09-11,11,9,2009
122,122,13280,2009-09-11,9/12/09,49,7.99,0.1,318.7585,-160.95,479.7085,-0.504927712,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,Small Business,Grant Carroll,Canada,CA-Northwest Territories,Northwest Territories,0,2009-09-11,11,9,2009
123,123,13313,2009-07-16,7/17/09,47,21.66,0.04,1020.61,-209.61,1230.22,-0.205377176,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,Home Office,Skye Norling,Canada,CA-Northwest Territories,Northwest Territories,0,2009-07-16,16,7,2009
124,124,13346,2012-11-15,11/20/12,44,6.48,0.09,268.34,-240.83,509.17,-0.897480808,Office Supplies,Paper,Xerox 224,Corporate,Doug Bickford,Canada,CA-Northwest Territories,Northwest Territories,0,2012-11-15,15,11,2012
125,125,13702,2011-09-10,9/14/11,6,35.44,0.08,209.0,12.32,196.68,0.058947368,Office Supplies,Paper,Xerox 1906,Small Business,Grant Carroll,Canada,CA-Northwest Territories,Northwest Territories,0,2011-09-10,10,9,2011
126,126,13795,2011-04-10,4/13/11,30,15.99,0.04,501.32,-119.08,620.4,-0.237532913,Office Supplies,Binders and Binder Accessories,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Small Business,Muhammed MacIntyre,Canada,CA-Northwest Territories,Northwest Territories,0,2011-04-10,10,4,2011
127,127,13795,2011-04-10,4/13/11,23,11.34,0.05,275.16,43.35,231.81,0.157544701,Office Supplies,Paper,Xerox 188,Small Business,Muhammed MacIntyre,Canada,CA-Northwest Territories,Northwest Territories,0,2011-04-10,10,4,2011
128,128,13795,2011-04-10,4/11/11,37,35.44,0.02,1302.99,545.49,757.5,0.418644809,Office Supplies,Paper,Xerox 1932,Small Business,Muhammed MacIntyre,Canada,CA-Northwest Territories,Northwest Territories,0,2011-04-10,10,4,2011
129,129,14116,2011-10-09,10/11/11,1,30.98,0.09,40.1,-16.07,56.17,-0.40074813,Office Supplies,Binders and Binder Accessories,GBC Linen Binding Covers,Small Business,Doug Bickford,Canada,CA-Northwest Territories,Northwest Territories,0,2011-10-09,9,10,2011
130,130,14116,2011-10-09,10/10/11,42,34.54,0.09,1414.05,161.48,1252.57,0.114196811,Office Supplies,Binders and Binder Accessories,GBC Recycled Grain Textured Covers,Small Business,Doug Bickford,Canada,CA-Northwest Territories,Northwest Territories,0,2011-10-09,9,10,2011
131,131,14372,2012-10-23,10/25/12,34,170.98,0.09,5350.61,-1059.2,6409.81,-0.197958737,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",Corporate,Beth Thompson,Canada,CA-Northwest Territories,Northwest Territories,0,2012-10-23,23,10,2012
132,132,14726,2012-01-08,1/8/12,15,20.95,0.07,310.87,-21.48,332.35,-0.069096407,Technology,Computer Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum",Consumer,Ralph Knight,Canada,CA-Northwest Territories,Northwest Territories,0,2012-01-08,8,1,2012
133,133,14819,2010-01-25,1/27/10,48,207.48,0.09,9062.73,3122.78,5939.95,0.344573876,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Home Office,Carl Jackson,Canada,CA-Northwest Territories,Northwest Territories,0,2010-01-25,25,1,2010
134,134,14819,2010-01-25,1/26/10,27,58.14,0.07,1584.1,-478.22,2062.32,-0.301887507,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Home Office,Carl Jackson,Canada,CA-Northwest Territories,Northwest Territories,0,2010-01-25,25,1,2010
135,135,15106,2011-01-27,1/29/11,42,6.64,0.03,283.58,-14.23,297.81,-0.050179843,Furniture,Office Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Home Office,Dorothy Badders,Canada,CA-Northwest Territories,Northwest Territories,1,2011-01-27,27,1,2011
136,136,15106,2011-01-27,1/27/11,39,145.45,0.06,5403.37,948.79,4454.58,0.175592269,Technology,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Home Office,Dorothy Badders,Canada,CA-Northwest Territories,Northwest Territories,1,2011-01-27,27,1,2011
137,137,15106,2011-01-27,1/29/11,35,2.21,0.03,82.15,-6.33,88.48,-0.077054169,Office Supplies,Pens & Art Supplies,Newell 327,Home Office,Dorothy Badders,Canada,CA-Northwest Territories,Northwest Territories,1,2011-01-27,27,1,2011
138,138,15108,2009-08-27,8/29/09,50,40.99,0.02,2066.16,372.36,1693.8,0.180218376,Office Supplies,Paper,Xerox 1893,Small Business,Delfina Latchford,Canada,CA-Northwest Territories,Northwest Territories,0,2009-08-27,27,8,2009
139,139,15205,2011-03-17,3/19/11,18,243.98,0.02,4605.36,678.26,3927.1,0.147276217,Furniture,Chairs & Chairmats,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Corporate,Julia West,Canada,CA-Northwest Territories,Northwest Territories,0,2011-03-17,17,3,2011
140,140,15205,2011-03-17,3/18/11,42,39.98,0.02,1753.51,155.72,1597.79,0.08880474,Furniture,Office Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Corporate,Julia West,Canada,CA-Northwest Territories,Northwest Territories,0,2011-03-17,17,3,2011
141,141,15591,2012-06-06,6/8/12,31,12.58,0.0,426.34,73.53,352.81,0.172467983,Furniture,Office Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",Small Business,Brad Eason,Canada,CA-Northwest Territories,Northwest Territories,0,2012-06-06,6,6,2012
142,142,15907,2011-04-11,4/13/11,36,48.58,0.01,1837.44,-1414.41,3251.85,-0.769772074,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Home Office,Thomas Seio,Canada,CA-Northwest Territories,Northwest Territories,0,2011-04-11,11,4,2011
143,143,15907,2011-04-11,4/14/11,36,105.98,0.04,3722.29,950.68,2771.61,0.255401917,Furniture,Office Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Home Office,Thomas Seio,Canada,CA-Northwest Territories,Northwest Territories,0,2011-04-11,11,4,2011
144,144,15907,2011-04-11,4/12/11,4,7.04,0.09,28.05,-5.41,33.46,-0.192869875,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Home Office,Thomas Seio,Canada,CA-Northwest Territories,Northwest Territories,0,2011-04-11,11,4,2011
145,145,15937,2012-11-06,11/10/12,32,9.78,0.04,311.44,74.07,237.37,0.237830722,Technology,Computer Peripherals,"Memorex Slim 80 Minute CD-R, 10/Pack",Corporate,Monica Federle,Canada,CA-Northwest Territories,Northwest Territories,0,2012-11-06,6,11,2012
146,146,15937,2012-11-06,11/15/12,17,12.22,0.01,215.65,77.38,138.27,0.358822166,Furniture,Office Furnishings,Aluminum Document Frame,Corporate,Monica Federle,Canada,CA-Northwest Territories,Northwest Territories,0,2012-11-06,6,11,2012
147,147,16039,2012-05-16,5/17/12,3,43.98,0.1,121.12,-118.82,239.94,-0.981010568,Technology,Computer Peripherals,"Memorex 80 Minute CD-R Spindle, 100/Pack",Home Office,Michelle Lonsdale,Canada,CA-Northwest Territories,Northwest Territories,0,2012-05-16,16,5,2012
148,148,16193,2012-04-09,4/11/12,8,34.76,0.0,300.2,6.41,293.79,0.021352432,Office Supplies,Storage & Organization,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Corporate,Frank Price,Canada,CA-Northwest Territories,Northwest Territories,0,2012-04-09,9,4,2012
149,149,16193,2012-04-09,4/11/12,29,55.99,0.07,1364.8025,-183.68,1548.4825,-0.134583575,Technology,Telephones and Communication,Accessory36,Corporate,Frank Price,Canada,CA-Northwest Territories,Northwest Territories,0,2012-04-09,9,4,2012
150,150,16423,2012-08-05,8/7/12,19,6.48,0.05,128.21,-55.13,183.34,-0.42999766,Office Supplies,Paper,Xerox 20,Corporate,Bryan Davis,Canada,CA-Northwest Territories,Northwest Territories,0,2012-08-05,5,8,2012
151,151,16451,2009-07-22,7/23/09,9,30.56,0.09,252.79,58.23,194.56,0.230349302,Office Supplies,Binders and Binder Accessories,Surelockâ„¢ Post Binders,Corporate,Don Jones,Canada,CA-Northwest Territories,Northwest Territories,0,2009-07-22,22,7,2009
152,152,16545,2010-05-09,5/11/10,10,5.16,0.09,50.97,4.45,46.52,0.087306259,Office Supplies,Pens & Art Supplies,ColorificÂ® Watercolor Pencils,Small Business,Carlos Soltero,Canada,CA-Northwest Territories,Northwest Territories,0,2010-05-09,9,5,2010
153,153,16545,2010-05-09,5/11/10,1,3.68,0.04,4.99,-3.06,8.05,-0.613226453,Office Supplies,"Scissors, Rulers and Trimmers","*Staples* vLetter Openers, 2/Pack",Small Business,Carlos Soltero,Canada,CA-Northwest Territories,Northwest Territories,0,2010-05-09,9,5,2010
154,154,16547,2009-02-18,2/20/09,30,355.98,0.09,10554.63,1240.25,9314.38,0.117507672,Furniture,Chairs & Chairmats,Hon 4700 Series Mobuisâ„¢ Mid-Back Task Chairs with Adjustable Arms,Corporate,Nicole Hansen,Canada,CA-Northwest Territories,Northwest Territories,0,2009-02-18,18,2,2009
155,155,16547,2009-02-18,2/18/09,8,218.75,0.04,1749.64,-533.23,2282.87,-0.304765552,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Corporate,Nicole Hansen,Canada,CA-Northwest Territories,Northwest Territories,0,2009-02-18,18,2,2009
156,156,16706,2012-06-27,6/28/12,47,41.47,0.03,1943.72,-1003.58,2947.3,-0.516319223,Furniture,Office Furnishings,Eldon EconocleatÂ® Chair Mats for Low Pile Carpets,Corporate,Beth Thompson,Canada,CA-Northwest Territories,Northwest Territories,0,2012-06-27,27,6,2012
157,157,16706,2012-06-27,6/28/12,6,2.78,0.01,18.37,-4.06,22.43,-0.22101252,Office Supplies,Pens & Art Supplies,Prang Drawing Pencil Set,Corporate,Beth Thompson,Canada,CA-Northwest Territories,Northwest Territories,0,2012-06-27,27,6,2012
158,158,16706,2012-06-27,6/29/12,49,155.99,0.07,6175.777,1881.58,4294.197,0.304670975,Technology,Telephones and Communication,T39m,Corporate,Beth Thompson,Canada,CA-Northwest Territories,Northwest Territories,0,2012-06-27,27,6,2012
159,159,16741,2010-09-30,10/1/10,6,22.84,0.01,157.97,-42.38,200.35,-0.268278787,Office Supplies,Paper,Xerox 1982,Small Business,Nicole Hansen,Canada,CA-Northwest Territories,Northwest Territories,0,2010-09-30,30,9,2010
160,160,16932,2010-04-15,4/16/10,25,5.78,0.09,144.84,-120.99,265.83,-0.835335543,Office Supplies,Paper,Xerox 1924,Consumer,Carlos Soltero,Canada,CA-Northwest Territories,Northwest Territories,0,2010-04-15,15,4,2010
161,161,16932,2010-04-15,4/15/10,20,6.7,0.09,127.16,12.88,114.28,0.101289714,Office Supplies,Pens & Art Supplies,Turquoise Lead Holder with Pocket Clip,Consumer,Carlos Soltero,Canada,CA-Northwest Territories,Northwest Territories,0,2010-04-15,15,4,2010
162,162,17283,2011-09-14,9/15/11,4,1360.14,0.06,5472.12,-2816.34,8288.46,-0.514670731,Technology,Office Machines,Okidata ML395C Color Dot Matrix Printer,Home Office,Dorothy Badders,Canada,CA-Northwest Territories,Northwest Territories,0,2011-09-14,14,9,2011
163,163,17286,2010-09-21,9/22/10,7,270.98,0.09,1810.67,-541.87,2352.54,-0.299264913,Furniture,Chairs & Chairmats,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Small Business,Muhammed MacIntyre,Canada,CA-Northwest Territories,Northwest Territories,0,2010-09-21,21,9,2010
164,164,17409,2010-08-17,8/19/10,31,20.97,0.09,633.56,-158.87,792.43,-0.250757624,Technology,Computer Peripherals,Microsoft Internet Keyboard,Small Business,Muhammed MacIntyre,Canada,CA-Northwest Territories,Northwest Territories,0,2010-08-17,17,8,2010
165,165,17764,2009-09-16,9/16/09,27,22.84,0.04,644.4,-97.28,741.68,-0.150962135,Office Supplies,Paper,Xerox 1982,Home Office,Don Miller,Canada,CA-Northwest Territories,Northwest Territories,0,2009-09-16,16,9,2009
166,166,18080,2009-06-22,6/23/09,7,180.98,0.1,1211.98,-80.83,1292.81,-0.06669252,Furniture,Chairs & Chairmats,Global Ergonomic Managers Chair,Corporate,Sylvia Foulston,Canada,CA-Northwest Territories,Northwest Territories,0,2009-06-22,22,6,2009
167,167,18113,2012-08-28,8/30/12,27,130.98,0.08,3316.08,-514.32,3830.4,-0.155098791,Furniture,Chairs & Chairmats,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Consumer,Becky Castell,Canada,CA-Northwest Territories,Northwest Territories,0,2012-08-28,28,8,2012
168,168,18144,2011-06-07,6/9/11,48,4.28,0.09,207.08,-131.82,338.9,-0.636565579,Office Supplies,Paper,Xerox 1971,Corporate,Dorothy Wardle,Canada,CA-Northwest Territories,Northwest Territories,0,2011-06-07,7,6,2011
169,169,18144,2011-06-07,6/9/11,8,28.28,0.09,234.28,-65.42,299.7,-0.279238518,Office Supplies,Storage & Organization,Eldon Portable Mobile Manager,Corporate,Dorothy Wardle,Canada,CA-Northwest Territories,Northwest Territories,0,2011-06-07,7,6,2011
170,170,18144,2011-06-07,6/9/11,41,55.99,0.09,1779.8915,-250.17,2030.0615,-0.140553511,Technology,Telephones and Communication,Accessory6,Corporate,Dorothy Wardle,Canada,CA-Northwest Territories,Northwest Territories,0,2011-06-07,7,6,2011
171,171,18308,2009-10-09,10/11/09,30,3.8,0.05,114.12,15.73,98.39,0.137837364,Office Supplies,Binders and Binder Accessories,Durable Pressboard Binders,Corporate,Ann Chong,Canada,CA-Northwest Territories,Northwest Territories,0,2009-10-09,9,10,2009
172,172,18308,2009-10-09,10/9/09,15,30.73,0.09,436.05,-92.58,528.63,-0.212315101,Technology,Computer Peripherals,Fellowes 17-key keypad for PS/2 interface,Corporate,Ann Chong,Canada,CA-Northwest Territories,Northwest Territories,0,2009-10-09,9,10,2009
173,173,18308,2009-10-09,10/10/09,49,125.99,0.0,5247.4835,1465.87,3781.6135,0.279347234,Technology,Telephones and Communication,StarTAC ST7762,Corporate,Ann Chong,Canada,CA-Northwest Territories,Northwest Territories,0,2009-10-09,9,10,2009
174,174,18887,2010-12-05,12/7/10,9,20.99,0.0,173.417,18.23,155.187,0.105122335,Technology,Telephones and Communication,Accessory21,Corporate,Clay Rozendal,Canada,CA-Northwest Territories,Northwest Territories,0,2010-12-05,5,12,2010
175,175,19010,2009-06-07,6/9/09,18,1270.99,0.0,23792.93,10951.31,12841.62,0.460275805,Office Supplies,Binders and Binder Accessories,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Small Business,Grant Carroll,Canada,CA-Northwest Territories,Northwest Territories,1,2009-06-07,7,6,2009
176,176,19078,2009-07-27,7/28/09,21,11.97,0.03,256.12,-18.19,274.31,-0.071021396,Office Supplies,Appliances,Staples 6 Outlet Surge,Corporate,Brendan Dodson,Canada,CA-Northwest Territories,Northwest Territories,1,2009-07-27,27,7,2009
177,177,19138,2011-09-05,9/10/11,30,12.28,0.01,387.0,-31.45,418.45,-0.08126615,Office Supplies,Storage & Organization,Recycled Eldon Regeneration Jumbo File,Home Office,Carlos Daly,Canada,CA-Northwest Territories,Northwest Territories,1,2011-09-05,5,9,2011
178,178,19655,2009-01-11,1/12/09,31,39.24,0.06,1143.45,304.42,839.03,0.266229394,Technology,Computer Peripherals,Verbatim DVD-R 4.7GB authoring disc,Corporate,Alan Barnes,Canada,CA-Northwest Territories,Northwest Territories,0,2009-01-11,11,1,2009
179,179,19686,2010-08-15,8/15/10,2,17.98,0.06,42.31,-53.08,95.39,-1.254549752,Technology,Office Machines,Canon P1-DHIII Palm Printing Calculator,Corporate,Alan Barnes,Canada,CA-Northwest Territories,Northwest Territories,0,2010-08-15,15,8,2010
180,180,19686,2010-08-15,8/17/10,11,12.95,0.04,152.67,12.76,139.91,0.083578961,Office Supplies,Binders and Binder Accessories,GBC Binding covers,Corporate,Alan Barnes,Canada,CA-Northwest Territories,Northwest Territories,0,2010-08-15,15,8,2010
181,181,20007,2009-08-05,8/6/09,49,1.68,0.08,82.61,-46.25,128.86,-0.559859581,Office Supplies,Pens & Art Supplies,Newell 323,Small Business,Nicole Hansen,Canada,CA-Northwest Territories,Northwest Territories,0,2009-08-05,5,8,2009
182,182,20071,2011-09-17,9/19/11,31,25.98,0.1,789.94,-190.41,980.35,-0.241043624,Furniture,Chairs & Chairmats,"Global Stack Chair without Arms, Black",Home Office,Cari Schnelling,Canada,CA-Northwest Territories,Northwest Territories,0,2011-09-17,17,9,2011
183,183,20160,2011-10-22,10/24/11,42,10.31,0.08,435.24,174.89,260.35,0.401824281,Office Supplies,Paper,"Speediset Carbonless Redi-LetterÂ® 7"" x 8 1/2""",Small Business,Chad Cunningham,Canada,CA-Northwest Territories,Northwest Territories,0,2011-10-22,22,10,2011
184,184,20263,2009-11-14,11/15/09,8,59.78,0.05,473.7,72.51,401.19,0.153071564,Office Supplies,Binders and Binder Accessories,GBC Recycled Regency Composition Covers,Small Business,Bryan Mills,Canada,CA-Northwest Territories,Northwest Territories,0,2009-11-14,14,11,2009
185,185,20263,2009-11-14,11/16/09,33,20.99,0.08,553.5625,-76.86,630.4225,-0.13884611,Technology,Telephones and Communication,Accessory29,Small Business,Bryan Mills,Canada,CA-Northwest Territories,Northwest Territories,0,2009-11-14,14,11,2009
186,186,21285,2010-07-03,7/4/10,32,1.68,0.02,54.78,-30.54,85.32,-0.557502738,Office Supplies,Pens & Art Supplies,Newell 323,Corporate,Adrian Hane,Canada,CA-Northwest Territories,Northwest Territories,0,2010-07-03,3,7,2010
187,187,21285,2010-07-03,7/5/10,47,7.08,0.1,304.83,23.82,281.01,0.078141915,Office Supplies,Pens & Art Supplies,SANFORD Major Accentâ„¢ Highlighters,Corporate,Adrian Hane,Canada,CA-Northwest Territories,Northwest Territories,0,2010-07-03,3,7,2010
188,188,21383,2009-01-30,2/4/09,31,574.74,0.07,16066.85,7416.43,8650.42,0.46159826,Technology,Office Machines,Polycom ViaVideoâ„¢ Desktop Video Communications Unit,Consumer,Rick Reed,Canada,CA-Northwest Territories,Northwest Territories,1,2009-01-30,30,1,2009
